 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bhussain, IP = 10.2.10.22, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lteng, IP = 10.1.10.15, Session disconnected. Session type = IPsec, Duration = 8h:26m:45s, Bytes xmt: 7794121, Bytes rcv: 278207, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lsagers, IP = 10.3.10.21, Session disconnected. Session type = SSL, Duration = 10h:0m:22s, Bytes xmt: 22643854, Bytes rcv: 1833667, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myuan, IP = 10.1.10.172, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:38m:57s, Bytes xmt: 1657428, Bytes rcv: 325851, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = acurry, IP = 10.1.10.252, Session disconnected. Session type = SSL, Duration = 22h:1m:15s, Bytes xmt: 14798148, Bytes rcv: 1290417, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gvoronoff, IP = 10.1.10.163, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pcallahan, IP = 10.1.10.98, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:58m:57s, Bytes xmt: 10519745, Bytes rcv: 993449, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gvoronoff, IP = 10.1.10.163, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:39m:40s, Bytes xmt: 9635935, Bytes rcv: 1640683, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session disconnected. Session type = IKE, Duration = 9h:20m:59s, Bytes xmt: 10778957, Bytes rcv: 1941279, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pcallahan, IP = 10.1.10.98, Session disconnected. Session type = IPsec, Duration = 9h:47m:14s, Bytes xmt: 2415227, Bytes rcv: 298961, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.3.10.227, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = djohnson, IP = 10.3.10.180, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.100, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = adombrowski, IP = 10.1.10.129, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.3.10.227, Session disconnected. Session type = SSL, Duration = 8h:9m:11s, Bytes xmt: 18909147, Bytes rcv: 415436, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = djohnson, IP = 10.3.10.180, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:42m:1s, Bytes xmt: 23990342, Bytes rcv: 3938944, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.100, Session disconnected. Session type = IPsec, Duration = 8h:5m:2s, Bytes xmt: 25138115, Bytes rcv: 1552636, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = adombrowski, IP = 10.1.10.129, Session disconnected. Session type = IKE, Duration = 9h:15m:49s, Bytes xmt: 24745436, Bytes rcv: 3171381, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yowen, IP = 10.2.10.170, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = nsharpe, IP = 10.2.10.163, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apucci, IP = 10.3.10.53, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gzuyeva, IP = 10.3.10.67, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yowen, IP = 10.2.10.170, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:47m:49s, Bytes xmt: 15984639, Bytes rcv: 1166525, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = nsharpe, IP = 10.2.10.163, Session disconnected. Session type = SSL, Duration = 8h:51m:51s, Bytes xmt: 19362032, Bytes rcv: 2058261, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apucci, IP = 10.3.10.53, Session disconnected. Session type = SSL, Duration = 9h:48m:36s, Bytes xmt: 3513607, Bytes rcv: 606138, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gzuyeva, IP = 10.3.10.67, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:35m:34s, Bytes xmt: 13304325, Bytes rcv: 1558017, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.3.10.227, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpercy, IP = 10.1.10.216, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.100, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = iking, IP = 10.1.10.201, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.3.10.227, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:54m:53s, Bytes xmt: 5033317, Bytes rcv: 459855, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = iking, IP = 82.108.82.248, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = iking, IP = 82.108.82.248, Session disconnected. Session type = SSL, Duration = 4h:26m:47s, Bytes xmt: 5634598, Bytes rcv: 1112236, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpercy, IP = 10.1.10.216, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:41m:23s, Bytes xmt: 12883869, Bytes rcv: 2020880, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.100, Session disconnected. Session type = IKE, Duration = 9h:37m:25s, Bytes xmt: 1304425, Bytes rcv: 63243, Reason: Connection Lost
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session disconnected. Session type = IPsec, Duration = 9h:31m:24s, Bytes xmt: 10589927, Bytes rcv: 1102805, Reason: Connection Lost
