Oct 21 2019 6:12:57 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bhussain, IP = 10.2.10.22, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 04 2019 20:26:57 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = emaxwell, IP = 10.3.10.46, Session disconnected. Session type = IPsec, Duration = 9h:22m:54s, Bytes xmt: 11956435, Bytes rcv: 2378210, Reason: Connection Lost
Nov 05 2019 01:26:26 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cfarrell, IP = 10.1.10.107, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:13m:23s, Bytes xmt: 17501097, Bytes rcv: 3046698, Reason: Connection Lost
Nov 05 2019 02:22:39 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpercy, IP = 10.1.10.216, Session disconnected. Session type = IPsec, Duration = 8h:36m:36s, Bytes xmt: 3305712, Bytes rcv: 3583, Reason: Connection Lost
Nov 05 2019 03:47:00 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = iking, IP = 10.1.10.201, Session disconnected. Session type = IPsec, Duration = 9h:59m:57s, Bytes xmt: 22354367, Bytes rcv: 3474339, Reason: Connection Lost
Nov 05 2019 9:29:50 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fbryan, IP = 10.2.10.166, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 05 2019 9:38:3 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = npearce, IP = 10.2.10.70, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 05 2019 14:39:9 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lteng, IP = 10.1.10.15, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 05 2019 14:42:38 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lsagers, IP = 10.3.10.21, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 05 2019 17:4:30 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = acurry, IP = 10.1.10.252, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 05 2019 17:47:10 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fbryan, IP = 10.2.10.166, Session disconnected. Session type = IKE, Duration = 8h:18m:7s, Bytes xmt: 24816696, Bytes rcv: 1257525, Reason: Connection Lost
Nov 05 2019 18:13:00 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = npearce, IP = 10.2.10.70, Session disconnected. Session type = IPsec, Duration = 8h:34m:57s, Bytes xmt: 2242794, Bytes rcv: 137604, Reason: Connection Lost
Nov 05 2019 19:40:12 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myuan, IP = 10.1.10.172, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 05 2019 23:05:48 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lteng, IP = 10.1.10.15, Session disconnected. Session type = IPsec, Duration = 8h:26m:45s, Bytes xmt: 7794121, Bytes rcv: 278207, Reason: Connection Lost
Nov 06 2019 00:42:25 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lsagers, IP = 10.3.10.21, Session disconnected. Session type = SSL, Duration = 10h:0m:22s, Bytes xmt: 22643854, Bytes rcv: 1833667, Reason: Connection Lost
Nov 06 2019 04:19:00 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myuan, IP = 10.1.10.172, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:38m:57s, Bytes xmt: 1657428, Bytes rcv: 325851, Reason: Connection Lost
Nov 06 2019 15:05:18 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = acurry, IP = 10.1.10.252, Session disconnected. Session type = SSL, Duration = 22h:1m:15s, Bytes xmt: 14798148, Bytes rcv: 1290417, Reason: Connection Lost
Nov 06 2019 13:45:54 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 06 2019 14:25:6 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gvoronoff, IP = 10.1.10.163, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 06 2019 16:41:46 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 06 2019 19:50:50 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pcallahan, IP = 10.1.10.98, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 06 2019 23:44:00 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:58m:57s, Bytes xmt: 10519745, Bytes rcv: 993449, Reason: Connection Lost
Nov 07 2019 00:04:43 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gvoronoff, IP = 10.1.10.163, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:39m:40s, Bytes xmt: 9635935, Bytes rcv: 1640683, Reason: Connection Lost
Nov 07 2019 02:02:02 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session disconnected. Session type = IKE, Duration = 9h:20m:59s, Bytes xmt: 10778957, Bytes rcv: 1941279, Reason: Connection Lost
Nov 07 2019 05:37:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pcallahan, IP = 10.1.10.98, Session disconnected. Session type = IPsec, Duration = 9h:47m:14s, Bytes xmt: 2415227, Bytes rcv: 298961, Reason: Connection Lost
Nov 07 2019 13:48:5 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.3.10.227, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 07 2019 16:32:30 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = djohnson, IP = 10.3.10.180, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 07 2019 17:41:15 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.100, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 07 2019 17:45:7 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = adombrowski, IP = 10.1.10.129, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 07 2019 21:57:14 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.3.10.227, Session disconnected. Session type = SSL, Duration = 8h:9m:11s, Bytes xmt: 18909147, Bytes rcv: 415436, Reason: Connection Lost
Nov 08 2019 01:14:04 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = djohnson, IP = 10.3.10.180, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:42m:1s, Bytes xmt: 23990342, Bytes rcv: 3938944, Reason: Connection Lost
Nov 08 2019 01:46:05 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.100, Session disconnected. Session type = IPsec, Duration = 8h:5m:2s, Bytes xmt: 25138115, Bytes rcv: 1552636, Reason: Connection Lost
Nov 08 2019 03:00:52 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = adombrowski, IP = 10.1.10.129, Session disconnected. Session type = IKE, Duration = 9h:15m:49s, Bytes xmt: 24745436, Bytes rcv: 3171381, Reason: Connection Lost
Nov 08 2019 9:6:0 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yowen, IP = 10.2.10.170, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 08 2019 11:53:31 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = nsharpe, IP = 10.2.10.163, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 08 2019 13:43:1 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apucci, IP = 10.3.10.53, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 08 2019 13:47:39 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gzuyeva, IP = 10.3.10.67, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 08 2019 17:53:52 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yowen, IP = 10.2.10.170, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:47m:49s, Bytes xmt: 15984639, Bytes rcv: 1166525, Reason: Connection Lost
Nov 08 2019 20:44:54 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = nsharpe, IP = 10.2.10.163, Session disconnected. Session type = SSL, Duration = 8h:51m:51s, Bytes xmt: 19362032, Bytes rcv: 2058261, Reason: Connection Lost
Nov 08 2019 23:31:39 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apucci, IP = 10.3.10.53, Session disconnected. Session type = SSL, Duration = 9h:48m:36s, Bytes xmt: 3513607, Bytes rcv: 606138, Reason: Connection Lost
Nov 08 2019 22:22:37 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gzuyeva, IP = 10.3.10.67, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:35m:34s, Bytes xmt: 13304325, Bytes rcv: 1558017, Reason: Connection Lost
Nov 11 2019 14:47:13 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.3.10.227, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 11 2019 16:40:15 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpercy, IP = 10.1.10.216, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 11 2019 17:10:20 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.100, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 11 2019 17:32:42 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = iking, IP = 10.1.10.201, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 11 2019 23:41:56 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pbunch, IP = 10.3.10.227, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:54m:53s, Bytes xmt: 5033317, Bytes rcv: 459855, Reason: Connection Lost
Nov 12 2019 00:14:03 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = iking, IP = 82.108.82.248, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 12 2019 04:40:50 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = iking, IP = 82.108.82.248, Session disconnected. Session type = SSL, Duration = 4h:26m:47s, Bytes xmt: 5634598, Bytes rcv: 1112236, Reason: Connection Lost
Nov 12 2019 02:21:26 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpercy, IP = 10.1.10.216, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:41m:23s, Bytes xmt: 12883869, Bytes rcv: 2020880, Reason: Connection Lost
Nov 12 2019 02:47:28 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.100, Session disconnected. Session type = IKE, Duration = 9h:37m:25s, Bytes xmt: 1304425, Bytes rcv: 63243, Reason: Connection Lost
Nov 12 2019 14:53:10 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Nov 13 2019 00:24:27 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session disconnected. Session type = IPsec, Duration = 9h:31m:24s, Bytes xmt: 10589927, Bytes rcv: 1102805, Reason: Connection Lost
